stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
2150a,MEMLEKET,,37.7524584,32.39819,,
2150d,MEMLEKET,,37.7525083,32.39819,,
2151a,17331. SK,,37.75135,32.4031,,
2151d,17331. SK,,37.7514166,32.403,,
2152a,BİLECİK,,38.06199,32.33144,,
2152d,BİLECİK,,38.0619,32.3314,,
2153a,ALAKOVA SON DURAK,,37.773025,32.5015917,,
2153d,ALAKOVA SON DURAK,,37.773175,32.5014917,,
2154a,POYRAZOĞLU,,37.80035,32.4907667,,
2154d,POYRAZOĞLU,,37.80035,32.4907083,,
2155a,AKÇAKÖŞK ŞEHİTLER CAMİ,,37.7927334,32.4883917,,
2155d,AKÇAKÖŞK ŞEHİTLER CAMİ,,37.7926667,32.4883334,,
2156a,İĞDERE,,37.7961833,32.489175,,
2156d,İĞDERE,,37.7962834,32.489175,,
2157a,KETENLİ,,37.8144434,32.4976917,,
2157d,KETENLİ,,37.8144345,32.497525,,
2158a,ÜLFET,,37.8274583,32.4871167,,
2158d,ÜLFET,,37.8274167,32.4870167,,
2159a,CENGİZ BİLGE,,37.70684,32.568063,,
2159d,CENGİZ BİLGE,,37.706647,32.567823,,
215a,LALEBAHÇE POLİS MERKEZİ,,37.8430083,32.455115,,
215d,LALEBAHÇE POLİS MERKEZİ,,37.8429417,32.4549083,,
2160a,YOLAĞZI,,37.7599833,32.538525,,
2160d,YOLAĞZI,,37.7598917,32.538225,,
2161a,ASLIM CAMİ,,37.712304,32.557607,,
2161d,ASLIM CAMİ,,37.712297,32.557516,,
2162a,BULGURLU 1,,37.71037,32.55537,,
2162d,BULGURLU 1,,37.71046,32.55528,,
2163a,17560. SK,,37.708406,32.556329,,
2163d,17560. SK,,37.7083083,32.5560417,,
2164a,KAŞINHANI MEZARLIĞI,,37.706881,32.560223,,
2164d,KAŞINHANI MEZARLIĞI,,37.7067417,32.55996,,
2165a,HAN CAMİ,,37.705816,32.562789,,
2165d,HAN CAMİ,,37.705693,32.56265,,
2166a,HARA,,37.696245,32.583539,,
2166d,HARA,,37.696385,32.583625,,
2167a,UZUN KAVAK,,37.7901084,32.5278917,,
2167d,UZUN KAVAK,,37.7902083,32.5278917,,
2168a,TALHA,,37.79545,32.535559,,
2168d,TALHA,,37.79559,32.535559,,
2169a,BOZDAĞLAR,,37.8190017,32.5267167,,
2169d,BOZDAĞLAR,,37.8190717,32.5267167,,
216a,CANKARDEŞLER,,37.8386,32.4548666,,
216d,CANKARDEŞLER,,37.838625,32.4546583,,
2170a,BOLAYIR,,37.858877,32.498861,,
2170d,BOLAYIR,,37.858895,32.498797,,
2171a,CAMGÖZ,,37.7997333,32.5340834,,
2171d,CAMGÖZ,,37.7997834,32.5341167,,
2172a,OLİMPİYAT PARKI,,37.8077083,32.5402917,,
2172d,OLİMPİYAT PARKI,,37.80785,32.5401583,,
2173a,KAMİL YAYLALI ,,37.808161,32.544013,,
2173d,KAMİL YAYLALI ,,37.808256,32.543987,,
2174a,GÖKPINAR,,37.74533,32.52952,,
2174d,GÖKPINAR,,37.74523,32.52937,,
2175d,AKTAR,,37.823319,32.524209,,
2176a,17174. SK,,37.7370417,32.4663917,,
2177a,BEŞATLI,,37.8281667,32.5011167,,
2177d,BEŞATLI,,37.8284,32.5015667,,
2178a,ŞANLI,,37.8372167,32.50485,,
2178d,ŞANLI,,37.8371333,32.5047833,,
2179a,BADEMLİ,,37.857425,32.5002583,,
2179d,BADEMLİ,,37.857325,32.50025,,
217a,SÜSLÜ,,37.8352917,32.4532583,,
217d,SÜSLÜ,,37.8354083,32.4531083,,
2180a,KONULUK,,37.855325,32.5017917,,
2180d,KONULUK,,37.855325,32.5018917,,
2181a,KARAOĞLAN,,37.854101,32.503008,,
2181d,KARAOĞLAN,,37.853976,32.502987,,
2182a,ZEBERCET,,37.8510583,32.504275,,
2182d,ZEBERCET,,37.8510916,32.504175,,
2183a,KALENDERHANE,,37.6720583,32.5936583,,
2183d,KALENDERHANE,,37.6719833,32.594,,
2184a,ÇARDAK SON DURAK,,37.6502715888827,32.5562340952456,,
2185a,28691. SK,,37.7132917,32.528675,,
2185d,28691. SK,,37.713325,32.5286083,,
2186a,15574. SK,,37.7667417,32.519275,,
2186d,15574. SK,,37.7667167,32.519225,,
2188a,TABLO,,37.780805,32.517497,,
2188d,TABLO,,37.780977,32.517529,,
2189a,AYBAHÇE CAMİ,,37.780807,32.514665,,
2189d,AYBAHÇE CAMİ,,37.780754,32.514584,,
218a,HARMANCIK MEZARLIĞI,,37.8329583,32.4508333,,
218d,HARMANCIK MEZARLIĞI,,37.833025,32.4505917,,
2190a,MENGENE,,37.8533833,32.5399583,,
2190d,MENGENE,,37.8533583,32.5398333,,
2191a,TREN GARI,,37.866455,32.476878,,
2192a,KAŞINHANI KANTAR,,37.706864,32.569854,,
2193a,17557. SK,,37.7136,32.55516,,
2193d,17557. SK,,37.71352,32.55527,,
2194a,17111. SK,,37.71146,32.5532,,
2194d,17111. SK,,37.71156,32.55327,,
2195d,MAHİR,,37.87435,32.5418167,,
2196a,TEZERLER,,37.815454,32.543525,,
2196d,TEZERLER,,37.815414,32.543439,,
2197a,ESKİ YIKAMA,,37.8762246,32.501009,,
2198a,AHİ EVRAN MESLEKİ EĞİTİM MERKEZİ,,37.926467,32.529068,,
2199a,14311. SK,,37.9696083,32.683675,,
2199d,14311. SK,,37.9697083,32.683675,,
219a,HARMANCIK KUBA CAMİ,,37.8298083,32.447225,,
219d,HARMANCIK KUBA CAMİ,,37.8301167,32.4471833,,
21a,MEVLANA,,37.870236,32.505475,,
2200a,ZENCİRLİ 1,,37.9990833,32.8647666,,
2200d,ZENCİRLİ 1,,37.9991833,32.8647666,,
2201a,YEŞİL DERE 2,,37.854858,32.38994,,
2202a,AKİL,,38.029299,32.492063,,
2202d,AKİL,,38.029252,32.492268,,
2203a,KABAKCI,,38.02467,32.487923,,
2203d,KABAKCI,,38.024618,32.48781,,
2204a,ÖZEK,,38.022198,32.493738,,
2204d,ÖZEK,,38.022129,32.493674,,
2205a,3. ANA JET ÜSSÜ,,37.964125,32.568325,,
2205d,3. ANA JET ÜSSÜ,,37.964375,32.568125,,
2206a,16724. SK,,38.0056917,32.6117834,,
2206d,16724. SK,,38.006075,32.6114917,,
2208a,SELÇUKLU BEL. NİKAH SALONU,,37.945857,32.502687,,
2209a,GENÇ DEĞİRMEN,,38.0092917,32.6159917,,
2209d,GENÇ DEĞİRMEN,,38.0095917,32.6156083,,
220a,GÜLYAZI,,37.826331,32.445738,,
220d,GÜLYAZI,,37.826719,32.445679,,
2210a,ANKARA,,38.013875,32.62135,,
2210d,ANKARA,,38.0143583,32.621175,,
2211a,FAYDA KOLEJİ,,38.017075,32.6250583,,
2211d,FAYDA KOLEJİ,,38.0174417,32.6247917,,
2212a,KARAYOLLARI 3. BÖLGE,,38.036825,32.6110917,,
2212d,KARAYOLLARI 3. BÖLGE,,38.0369083,32.6109416,,
2213a,SELÇUKLU HOBİ BAHÇELERİ,,38.007947,32.614358,,
2213d,SELÇUKLU HOBİ BAHÇELERİ,,38.008245,32.614122,,
2214a,FADIL,,37.9559834,32.494475,,
2214d,FADIL,,37.9560333,32.4945917,,
2215a,AĞAÇERİ,,37.87219,32.514676,,
2215d,AĞAÇERİ,,37.871725,32.514869,,
2216a,KARATAY ÜNİVERSİTESİ,,37.864163,32.536082,,
2216d,KARATAY ÜNİVERSİTESİ,,37.864232,32.53583,,
2217a,HACI ÇAYI,,37.7629917,32.4051916,,
2217d,HACI ÇAYI,,37.762925,32.4053083,,
2218a,ATALI,,37.8053417,32.4127084,,
2218d,ATALI,,37.8052417,32.412775,,
2219a,ATALI 2,,37.804389,32.415112,,
2219d,ATALI 2,,37.804468,32.415112,,
221a,BAKİ,,37.757451,32.369633,,
2220a,ZÜMRÜTTAŞI,,37.78126,32.407205,,
2220d,ZÜMRÜTTAŞI,,37.781164,32.4072,,
2221a,SIZINTI,,37.775289,32.406991,,
2221d,SIZINTI,,37.775249,32.407076,,
2222a,ÖMERUL FARUK CAMİİ,,37.772731,32.406577,,
2222d,ÖMERUL FARUK CAMİİ,,37.772729,32.406674,,
2223a,BEYBES,,37.76892,32.404174,,
2223d,BEYBES,,37.768948,32.404255,,
2224a,HATIP MEZARLIĞI,,37.7668083,32.404625,,
2224d,HATIP MEZARLIĞI,,37.7668167,32.4046833,,
2225a,HATIP CAMİ,,37.76595,32.4063416,,
2225d,HATIP CAMİ,,37.7659916,32.4063917,,
2226a,AKINCI,,38.019482,32.493357,,
2226d,AKINCI,,38.019549,32.493432,,
2227a,ANKARA YOLU,,38.0247583,32.6339417,,
2227d,ANKARA YOLU,,38.0251417,32.6337083,,
2228a,MENEKŞE,,38.0293084,32.6428,,
2228d,MENEKŞE,,38.029125,32.6431833,,
2229a,KOCA YUSUF 2,,38.0220667,32.6593834,,
2229d,KOCA YUSUF 2,,38.0221583,32.6596167,,
222a,İYİCAN,,37.822075,32.443375,,
222d,İYİCAN,,37.8222,32.443225,,
2230a,16906. SK,,38.0242917,32.67745,,
2230d,16906. SK,,38.0243333,32.6775166,,
2231a,5. SK,,37.9653833,32.62335,,
2231d,5. SK,,37.965575,32.623775,,
2232a,ALİYA İZZET BEGOVİÇ,,37.9994917,32.577425,,
2232d,ALİYA İZZET BEGOVİÇ,,37.9997334,32.5776917,,
2233a,MEKKE ,,37.98735,32.5230667,,
2233d,MEKKE ,,37.9872167,32.5232833,,
2234a,775881. SK,,37.9030917,32.3995083,,
2234d,775881. SK,,37.903075,32.3994167,,
2235a,16376. SK,,37.914875,32.3715583,,
2235d,16376. SK,,37.914975,32.3715083,,
2236a,HZ. ALİ CAMİ,,37.9161583,32.3688583,,
2236d,HZ. ALİ CAMİ,,37.9161583,32.368725,,
2237a,16378. SK,,37.9185583,32.3667083,,
2237d,16378. SK,,37.9185083,32.3667083,,
2238a,16373. SK,,37.921475,32.365475,,
2238d,16373. SK,,37.921475,32.365525,,
2239a,16370. SK,,37.9254416,32.3632333,,
2239d,16370. SK,,37.9255083,32.3632083,,
223a,KARAHÜYÜK MEZARLIĞI,,37.820375,32.4415083,,
223d,KARAHÜYÜK MEZARLIĞI,,37.8203334,32.4411583,,
2240a,16353. SK,,37.9280416,32.3631917,,
2240d,16353. SK,,37.9283167,32.3630583,,
2241a,SULUTAS MERKEZ,,37.930066,32.361939,,
2241d,SULUTAS MERKEZ,,37.93005,32.361842,,
2242a,SARAY,,37.929834,32.359037,,
2242d,SARAY,,37.929758,32.359101,,
2243a,BEYAZGÜL,,37.9398666,32.4996166,,
2243d,BEYAZGÜL,,37.9398833,32.49975,,
2244a,BAŞKALE,,37.9365367,32.4989567,,
2244d,BAŞKALE,,37.9365333,32.499,,
2245a,SONBİRLİK CAMİ,,37.9078083,32.5420417,,
2246a,MAKPARSAN,,37.9085583,32.543325,,
2247a,10618. SK,,37.9065584,32.546575,,
2248a,SARMAŞIK,,37.9027583,32.5457417,,
2249a,BATTALGAZİ,,37.8998583,32.5445583,,
224a,TAŞLIPINAR,,37.8176583,32.4384917,,
224d,TAŞLIPINAR,,37.8177583,32.438375,,
2250a,GÜRHANLAR,,37.9003166,32.5430583,,
2251a,MERAM,,37.9035334,32.5443667,,
2252a,ÖZKAFA,,37.9057583,32.5431917,,
2253a,10632. SK,,37.9231333,32.5305333,,
2254a,EREN,,37.905863,32.449268,,
2254d,EREN,,37.905853,32.449359,,
2255a,OĞUZYİĞİT,,37.9546917,32.3698083,,
2255d,OĞUZYİĞİT,,37.9547167,32.3696917,,
2256a,16457. SK,,37.957218,32.368679,,
2256d,16457. SK,,37.9571,32.36867,,
2257a,MİMARSİNAN,,37.9190583,32.4406833,,
2257d,MİMARSİNAN,,37.9190083,32.4406,,
2258a,ASLAN,,37.901821,32.448329,,
2258d,ASLAN,,37.901808,32.448515,,
2259a,TÜRK TELEKOM LİSESİ,,37.9541583,32.490575,,
2259d,TÜRK TELEKOM LİSESİ,,37.9541083,32.490725,,
225a,DÖNERTAŞ,,37.815725,32.436175,,
225d,DÖNERTAŞ,,37.815725,32.435925,,
2260a,PAPATYA,,37.9405,32.4929667,,
2260d,PAPATYA,,37.9404833,32.4931834,,
2261a,EYÜP SULTAN,,37.9370166,32.4975834,,
2261d,EYÜP SULTAN,,37.9372583,32.4976083,,
2262a,ÖZLEM,,37.9369667,32.4997833,,
2262d,ÖZLEM,,37.9372666,32.4998166,,
2263a,CAHİT ZARİFOĞLU İLKOKULU,,37.9560417,32.5075167,,
2263d,CAHİT ZARİFOĞLU İLKOKULU,,37.9559,32.5075333,,
2264a,ÖZTEKİNLER,,37.95605,32.50385,,
2264d,ÖZTEKİNLER,,37.9559167,32.5039334,,
2265a,SARAY BOSNA,,37.9556084,32.5000334,,
2265d,SARAY BOSNA,,37.955525,32.5002167,,
2266a,YENİ YAPI,,37.97085,32.5095667,,
2266d,YENİ YAPI,,37.9708,32.5093334,,
2267a,ŞAFAK,,37.973075,32.51095,,
2267d,ŞAFAK,,37.9732666,32.5109334,,
2268a,SULUTAS SON DURAK,,37.9282833,32.3545167,,
2268d,SULUTAS SON DURAK,,37.928344,32.354541,,
2269a,MALİYE LOJMANLARI,,37.9768083,32.5021417,,
2269d,MALİYE LOJMANLARI,,37.9767,32.5020167,,
226a,ANTALYA KOZAĞAÇ KAVŞAĞI,,37.8126333,32.4334,,
226d,ANTALYA KOZAĞAÇ KAVŞAĞI,,37.8129417,32.433225,,
2270a,BARDAKCI,,37.975875,32.4984583,,
2270d,BARDAKCI,,37.9758417,32.4984583,,
2271a,TURGUT ÖZAL,,37.987925,32.4885167,,
2271d,TURGUT ÖZAL,,37.9877417,32.488675,,
2272a,ALİ DEMİRTAŞ,,37.987125,32.4865416,,
2272d,ALİ DEMİRTAŞ,,37.9869251,32.4867153,,
2273a,YAZIR BEYHEKİM HASTANESİ,,37.989238,32.482453,,
2273d,YAZIR BEYHEKİM HASTANESİ,,37.9887334,32.48225,,
2274a,YAZIR NUMUNE HASTANESİ,,37.9922417,32.4878083,,
2274d,YAZIR NUMUNE HASTANESİ,,37.9923417,32.487925,,
2276a,KIRANKAYA,,38.011901,32.41398,,
2276d,KIRANKAYA,,38.012063,32.414049,,
2277a,GÜLPAZARI,,37.974708,32.513742,,
2277d,GÜLPAZARI,,37.974595,32.513694,,
2278a,DEMRE,,37.925511,32.462655,,
2278d,DEMRE,,37.925606,32.462629,,
2279a,TATKÖY 1657. SK,,37.960156,32.37246,,
227a,KOZAĞAÇ PARKI,,37.8062417,32.4311416,,
227d,KOZAĞAÇ PARKI,,37.8063583,32.431025,,
2280a,PARK BAHÇELER DAİRE BAŞKANLIĞI,,37.902911,32.498769,,
2280d,PARK BAHÇELER DAİRE BAŞKANLIĞI,,37.903429,32.496973,,
2281a,SİTE,,37.9774,32.5053,,
2281d,SİTE,,37.9773417,32.5051,,
2282a,GÜVENCE,,37.885775,32.4880417,,
2282d,GÜVENCE,,37.8861083,32.488625,,
2286a,SULTAN,,37.95377,32.5088,,
2286d,SULTAN,,37.95382,32.50862,,
2287a,GÜLDESTE,,37.951639,32.452196,,
2287d,GÜLDESTE,,37.951654,32.452298,,
2288a,YÖREM,,37.9372834,32.4789167,,
2288d,YÖREM,,37.9371834,32.47885,,
2289a,GÖKÇE,,37.9356833,32.4763333,,
2289d,GÖKÇE,,37.9355167,32.4763333,,
228a,VAKFE,,37.8030583,32.429175,,
228d,VAKFE,,37.803425,32.4292583,,
2290a,GÜRAY,,37.934284,32.477965,,
2290d,GÜRAY,,37.934309,32.478126,,
2291a,AMMAR,,37.9337167,32.4882417,,
2291d,AMMAR,,37.9337333,32.48835,,
2292a,KOCAYAYLA,,37.9118417,32.4824083,,
2292d,KOCAYAYLA,,37.911725,32.4825166,,
2293a,HOCA AHMET YESEVİ ORTAOKULU,,37.954975,32.4914084,,
2293d,HOCA AHMET YESEVİ ORTAOKULU,,37.955,32.4913384,,
2294a,SAYILAN,,37.9559167,32.49825,,
2294d,SAYILAN,,37.9561067,32.49825,,
2295a,ŞEHİT YUSUF CERAN,,37.950734,32.498931,,
2295d,ŞEHİT YUSUF CERAN,,37.950707,32.499141,,
2296a,PAÇALI,,38.014,32.5241667,,
2297a,MEŞREP,,37.997375,32.585175,,
2297d,MEŞREP,,37.997293,32.584932,,
2298a,TAÇMAHAL,,37.95115,32.5267583,,
2299a,GÜZELKENT,,37.9493667,32.5264833,,
229a,ASHAP,,37.798275,32.4257583,,
229d,ASHAP,,37.7983334,32.42565,,
22a,FERHUNİYE,,37.8767083,32.49047,,
2300a,ZÜMRÜT,,37.957425,32.5218917,,
2300d,ZÜMRÜT,,37.9575417,32.522125,,
2301a,KILIÇARSLAN GENÇLİK MERKEZİ,,38.0096367,32.5202667,,
2302a,ÜRGÜP,,37.963214,32.468793,,
2302d,ÜRGÜP,,37.963222,32.468623,,
2303a,KARADENİZ,,37.963226,32.46615,,
2303d,KARADENİZ,,37.963326,32.46615,,
2304a,KARDEŞCANI,,37.964966,32.4621167,,
2304d,KARDEŞCANI,,37.965066,32.462116,,
2305a,CAKABEY CD,,37.966742,32.458806,,
2305d,CAKABEY CD,,37.966735,32.458875,,
2306a,ŞEHİT EROL TÜMTÜRK,,37.962666,32.456999,,
2306d,ŞEHİT EROL TÜMTÜRK,,37.962666,32.4569,,
2307a,BAHARİSTAN CD,,37.958686,32.455326,,
2307d,BAHARİSTAN CD,,37.958786,32.455326,,
2308a,CEYLAN,,37.854195,32.538129,,
2308d,CEYLAN,,37.854257,32.538032,,
2309a,ŞEHİT MEHMET DÜZENLİ,,37.959316,32.451011,,
2309d,ŞEHİT MEHMET DÜZENLİ,,37.959326,32.450893,,
230a,MANSUROĞLU,,37.79505,32.4245333,,
230d,MANSUROĞLU,,37.7949583,32.4243583,,
2310a,YEŞİL BAYIR ,,37.960168,32.453113,,
2310d,YEŞİL BAYIR ,,37.960255,32.453087,,
2311a,ERASLAN,,37.9142667,32.4784917,,
2311d,ERASLAN,,37.9144667,32.4785667,,
2312a,ERCAN,,37.95825,32.4939833,,
2312d,ERCAN,,37.9583833,32.4938667,,
2313a,TÜRKERLER,,37.9591,32.5041917,,
2313d,TÜRKERLER,,37.959025,32.5043083,,
2314a,ŞEHİT ALİ VASFİ GÜNEY,,37.9568583,32.5028083,,
2314d,ŞEHİT ALİ VASFİ GÜNEY,,37.956675,32.5029333,,
2315a,ZAVİYE,,37.9357667,32.4929667,,
2315d,ZAVİYE,,37.9357333,32.49315,,
2316a,AFŞİN,,37.9271583,32.4950084,,
2316d,AFŞİN,,37.927325,32.4950917,,
2317a,BUHARA PARKI,,37.9243417,32.493125,,
2317d,BUHARA PARKI,,37.9242917,32.4933917,,
2318a,DEMİRHAN,,37.9094333,32.482875,,
2318d,DEMİRHAN,,37.9096083,32.4830416,,
2319a,NARLIBAĞ,,37.906012,32.484319,,
2319d,NARLIBAĞ,,37.905904,32.484447,,
231a,KOLÇAK,,37.7906583,32.422875,,
231d,KOLÇAK,,37.79075,32.422775,,
2320a,TEKYAPRAK,,37.9106833,32.47205,,
2320d,TEKYAPRAK,,37.9105834,32.4720167,,
2321a,FAHRİ EFENDİ,,37.91075,32.468625,,
2321d,FAHRİ EFENDİ,,37.910675,32.4685,,
2322a,CÜRETKAR,,37.9099417,32.463925,,
2322d,CÜRETKAR,,37.9098917,32.46395,,
2323a,BARIŞ,,37.906975,32.460525,,
2323d,BARIŞ,,37.9069417,32.4605833,,
2325a,ORTAKONAK 4,,37.980089,32.716898,,
2325d,ORTAKONAK 4,,37.980394,32.716691,,
2326a,ÇANAKPINAR YOLU 1,,37.7782583,32.5319417,,
2326d,ÇANAKPINAR YOLU 1,,37.7782833,32.531825,,
2327a,MEDAŞ BÖLGE MÜDÜRLÜĞÜ,,37.953525,32.513625,,
2327d,MEDAŞ BÖLGE MÜDÜRLÜĞÜ,,37.9538917,32.5132917,,
2328a,İYİBİLDİREN,,37.9625,32.514805,,
2328d,İYİBİLDİREN,,37.962502,32.514504,,
2329a,YENİ İSTANBUL,,37.96545,32.5152167,,
2329d,YENİ İSTANBUL,,37.9652833,32.5148,,
232a,ÜRESİN,,37.7865583,32.4212083,,
232d,ÜRESİN,,37.7866334,32.4211,,
2330a,YAZIR,,37.9718167,32.5160834,,
2330d,YAZIR,,37.9718334,32.5156834,,
2331a,VAKİT,,37.97635,32.5166917,,
2331d,VAKİT,,37.9766083,32.5163083,,
2332a,ÖZTEKİNLER KIZ MESLEK LİSESİ,,37.9819917,32.5174584,,
2332d,ÖZTEKİNLER KIZ MESLEK LİSESİ,,37.9821334,32.5170333,,
2333a,LADİKLİ AHMET HÜDAİ PARKI,,37.9892833,32.5184167,,
2333d,LADİKLİ AHMET HÜDAİ PARKI,,37.9895,32.5180167,,
2334a,COŞANDERE,,37.9954167,32.5192833,,
2334d,COŞANDERE,,37.9956334,32.518825,,
2335a,OTAĞ,,38.0027334,32.5201833,,
2335d,OTAĞ,,38.0026833,32.5198167,,
2336a,OSMANLI,,38.0092083,32.519375,,
2336d,OSMANLI,,38.00913,32.51896,,
2337a,1. MAHMUD,,37.957598,32.483728,,
2337d,1. MAHMUD,,37.957689,32.483546,,
2338a,3. AHMED,,37.954013,32.481677,,
2338d,3. AHMED,,37.954013,32.481477,,
2339a,2. MUSTAFA,,37.951357,32.480117,,
2339d,2. MUSTAFA,,37.951357,32.479917,,
233a,TABAKA,,37.7838833,32.4201083,,
233d,TABAKA,,37.7838917,32.419975,,
2341a,KARATEPE 2,,37.7924967,32.476575,,
2341d,KARATEPE 2,,37.7923567,32.476525,,
2342a,KAYAHAN,,37.7954233,32.4739416,,
2342d,KAYAHAN,,37.7953233,32.4739016,,
2343a,KARATEPE 3,,37.7984866,32.4702917,,
2343d,KARATEPE 3,,37.7983866,32.4702517,,
2344a,NİLÜFER,,37.800825,32.4676417,,
2344d,NİLÜFER,,37.800725,32.4676017,,
2345a,KARATEPE 5,,37.8038333,32.46455,,
2345d,KARATEPE 5,,37.8036533,32.4645,,
2346a,DAMA KUYUSU,,37.8068583,32.4609917,,
2346d,DAMA KUYUSU,,37.8067583,32.4609517,,
2347a,EKİN,,37.8096,32.4576417,,
2347d,EKİN,,37.8095,32.4576017,,
2348a,DAVA,,37.8076667,32.4548833,,
2348d,DAVA,,37.8075067,32.4549533,,
2349a,AKASMA 1,,37.806825,32.45255,,
2349d,AKASMA 1,,37.806725,32.45255,,
234a,DAĞISTAN,,37.7812667,32.419,,
234d,DAĞISTAN,,37.78125,32.4188666,,
2350a,ULEMA,,37.80967,32.4498166,,
2350d,ULEMA,,37.80957,32.4497766,,
2351a,AKASMA 2,,37.812655,32.446175,,
2351d,AKASMA 2,,37.812505,32.446105,,
2352a,ŞENKAN,,37.8146,32.4470083,,
2352d,ŞENKAN,,37.81497,32.4468083,,
2353a,SULU BAHÇE,,37.8169583,32.451425,,
2353d,SULU BAHÇE,,37.8172083,32.451335,,
2354a,GÜLLÜTAŞ,,37.8184667,32.4544667,,
2354d,GÜLLÜTAŞ,,37.8187397,32.4544367,,
2355a,TATKÖY DERE,,37.9526,32.3605333,,
2356a,16462. SK,,37.951248,32.357589,,
2357a,TATKÖY HARIMLAR MEVKİ,,37.9483917,32.3550583,,
2358a,HABUR,,37.822573,32.462035,,
2358d,HABUR,,37.822255,32.462228,,
2359d,SARIKAVAK,,37.805073,32.411041,,
235a,HUTBE,,37.7784917,32.417875,,
235d,HUTBE,,37.7784667,32.4177166,,
2360a,DEREBOYU 1,,37.806124,32.408366,,
2360d,DEREBOYU 1,,37.80558,32.407847,,
2361a,REMZİ,,37.782299,32.415332,,
2361d,REMZİ,,37.782182,32.415322,,
2362d,DEREBOYU 2,,37.807334,32.407004,,
2363a,ŞEMSİ EFENDİ,,37.948453,32.486953,,
2363d,ŞEMSİ EFENDİ,,37.948641,32.486953,,
2364a,BELKIS ,,37.951919,32.483587,,
2364d,BELKIS,,37.951919,32.483487,,
2365a,İMREN,,37.955622,32.483654,,
2365d,İMREN,,37.95565,32.483761,,
2366a,KUMAŞÇI,,37.956942,32.479727,,
2366d,KUMAŞÇI,,37.957029,32.479727,,
2367a,ŞEHİT ERDOĞAN BALCI CD 1,,37.737668,32.406122,,
2367d,ŞEHİT ERDOĞAN BALCI CD 1,,37.737595,32.406087,,
2368a,ŞEHİT ERDOĞAN BALCI CD 2,,37.736124,32.40343,,
2368d,ŞEHİT ERDOĞAN BALCI CD 2,,37.736079,32.403413,,
2369a,GÖDENE TOKİ ÇOCUK PARKI,,37.737844,32.402674,,
2369d,GÖDENE TOKİ ÇOCUK PARKI,,37.737844,32.40258,,
236a,GAYRET,,37.7757,32.416758,,
236d,GAYRET,,37.775732,32.416594,,
2370a,GÖDENE TOKİ EMEKLİLER KONAĞI 1,,37.73742,32.399032,,
2370d,GÖDENE TOKİ EMEKLİLER KONAĞI 1,,37.73741,32.398948,,
2371a,GÖDENE TOKİ EMEKLİLER KONAĞI 2,,37.738902,32.396707,,
2371d,GÖDENE TOKİ EMEKLİLER KONAĞI 2,,37.738889,32.396531,,
2372a,HANEDAN 2,,37.740633,32.396929,,
2372d,HANEDAN 2,,37.740857,32.396761,,
2374a,17292. SK,,37.743303,32.409602,,
2374d,17292. SK,,37.743403,32.409602,,
2375a,SERKAN CD,,37.742668,32.412583,,
2375d,SERKAN CD,,37.742668,32.412683,,
2376a,GÖDENE 17320. SK,,37.74537,32.411201,,
2376d,GÖDENE 17320. SK,,37.745316,32.411115,,
2377a,GÖDENE 17296. SK,,37.747783,32.409259,,
2377d,GÖDENE 17296. SK,,37.747717,32.409168,,
2378a,GÖDENE HAREKET MERKEZİ,,37.740348,32.412698,,
2378d,GÖDENE HAREKET MERKEZİ,,37.740355,32.412602,,
237a,İRFANLI,,37.7716667,32.41515,,
237d,İRFANLI,,37.7716667,32.41505,,
2380a,YAĞCI,,37.785652,32.534567,,
2380d,YAĞCI,,37.785633,32.534476,,
2381a,BALCI,,37.78148,32.529669,,
2383a,13187. SK,,37.897411,32.403278,,
2383d,13187. SK,,37.897432,32.403187,,
2384a,POLİGON YOLU,,37.864946,32.621397,,
2384d,POLİGON YOLU,,37.864946,32.621697,,
2385a,TEKBAŞ,,37.956639,32.452196,,
2385d,TEKBAŞ,,37.956539,32.451996,,
2387a,17116. SK,,37.744128,32.498441,,
2387d,17116. SK,,37.744128,32.498741,,
2388a,ERÇİN,,37.776141,32.501599,,
2388d,ERÇİN,,37.776241,32.501299,,
2389d,GÜNEYDERE CD,,37.725683,32.334397,,
238a,MARAŞ,,37.7662917,32.4114916,,
2390a,YOLBAŞI,,37.782416,32.50482,,
2390d,YOLBAŞI,,37.782502,32.504408,,
2391a,ANIL,,37.806099,32.53793,,
2391d,ANIL,,37.805996,32.537781,,
2392a,SARI HOCA,,37.808375,32.533193,,
2392d,SARI HOCA,,37.808214,32.533199,,
2393a,YENİ ÇEŞME,,37.808302,32.529626,,
2393d,YENİ ÇEŞME,,37.808573,32.529572,,
2394a,ZERAFET,,37.809568,32.525396,,
2394d,ZERAFET,,37.809737,32.525475,,
2395a,AĞARTAN,,37.81045,32.521656,,
2395d,AĞARTAN,,37.810588,32.521686,,
2396a,TÜMEN,,37.795623,32.528135,,
2396d,TÜMEN,,37.79562,32.528081,,
2397a,BAĞLARBAŞI SPOR SALONU,,37.953265,32.46093,,
2397d,BAĞLARBAŞI SPOR SALONU,,37.953265,32.46073,,
2398a,KAHRAMANLAR CD,,37.965135,32.470506,,
2398d,KAHRAMANLAR CD,,37.965184,32.470489,,
2399a,YILDIRIM BEYAZIT CAMİ,,37.959307,32.507056,,
2399d,YILDIRIM BEYAZIT CAMİ,,37.959407,32.507356,,
239a,ÖLÇEK,,37.7664083,32.4075584,,
23a,PİRİ ESAT,,37.86709,32.5055233,,
